,anharmfreq,rOH,rHO,rOO,tOHO,EFddec,EFddec_tot,EFddec_proj_HO,sOH,sOHQM,EFddec_perp
0,3577.868,0.97220349752508,3.0,3.5,100.0,0.00015063973703100003,0.00023728297098800003,0.0,1.0,0.8974,0.000183332697433
1,3577.868,0.9721754556148801,3.0,3.5,100.0,0.000152229623722,0.000245566141438,0.0,1.0,0.897,0.00019268853490099998
2,3511.409,0.976292102600445,3.0,3.5,100.0,0.015010023037148998,0.018010720078678,0.0,0.9797207062379659,0.8292,0.009954157230864001
3,2952.498,0.998639867920364,1.79040361424456,2.65334569773711,142.511457353148,0.05380614047883701,0.053922521325114006,0.042455859952393996,0.8705208301965409,0.7401,0.003540840695243
4,3514.452,0.975157871372633,3.0,3.5,100.0,0.03966461479271299,0.042098397175893996,0.0,0.9786427545110209,0.8793,0.014106501271576002
5,3418.982,0.979835083827887,2.1244934083126297,2.58041226989575,106.53639670645501,0.086426188342788,0.086711588740208,0.031299845379462995,0.887334072692343,0.7279,0.007029480093716999
6,2823.2709999999997,1.0006084232106,1.78155233201273,2.75809503884475,164.281236328765,0.052978707256107004,0.054516585498671,0.052883777223523,0.8469364311770742,0.7314,0.012857475331713001
7,3524.15,0.974249348986183,3.0,3.5,100.0,0.037623781548111,0.038829558538929,0.0,0.9824631084872391,0.9084,0.009601337320815
8,3513.776,0.975230544538057,3.0,3.5,100.0,0.06223558643633301,0.062310445299213,0.0,0.9487171968845941,0.8217,0.0030534201008000006
9,3541.795,0.97423224505248,3.0,3.5,100.0,0.010127180717711001,0.014297169634081999,0.0,0.989833874918534,0.848,0.01009203994525
